"productId","partNumber","name","brand","productType","particleSize","poreSize","columnLength","innerDiameter","phaseType","phRange","status"
"DEVE-301-546250W","301-546250W","FlexFire C18 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","4.6 mm","C18","","active"
"DEVE-304-I20035W","304-I20035W","FlexFire C1 HPLC Column","Develosil","HPLC Column","1.6 µm","","35 mm","2.0 mm","C1","","active"
"DEVE-304-I20050W","304-I20050W","FlexFire C1 HPLC Column","Develosil","HPLC Column","1.6 µm","","50 mm","2.0 mm","C1","","active"
"DEVE-304-I20075W","304-I20075W","FlexFire C1 HPLC Column","Develosil","HPLC Column","1.6 µm","","75 mm","2.0 mm","C1","","active"
"DEVE-304-I20100W","304-I20100W","FlexFire C1 HPLC Column","Develosil","HPLC Column","1.6 µm","","100 mm","2.0 mm","C1","","active"
"DEVE-304-I20150W","304-I20150W","FlexFire C1 HPLC Column","Develosil","HPLC Column","1.6 µm","","150 mm","2.0 mm","C1","","active"
"DEVE-304-L20035W","304-L20035W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","35 mm","2.0 mm","C1","","active"
"DEVE-304-L20050W","304-L20050W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","50 mm","2.0 mm","C1","","active"
"DEVE-304-L20075W","304-L20075W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","75 mm","2.0 mm","C1","","active"
"DEVE-304-L20100W","304-L20100W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","100 mm","2.0 mm","C1","","active"
"DEVE-304-L20150W","304-L20150W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","150 mm","2.0 mm","C1","","active"
"DEVE-304-L20250W","304-L20250W","FlexFire C1 HPLC Column","Develosil","HPLC Column","2.6 µm","","250 mm","2.0 mm","C1","","active"
"DEVE-304-520035W","304-520035W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","2.0 mm","C1","","active"
"DEVE-304-520050W","304-520050W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","2.0 mm","C1","","active"
"DEVE-304-520075W","304-520075W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","2.0 mm","C1","","active"
"DEVE-304-520100W","304-520100W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","2.0 mm","C1","","active"
"DEVE-304-520150W","304-520150W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","2.0 mm","C1","","active"
"DEVE-304-520250W","304-520250W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","2.0 mm","C1","","active"
"DEVE-304-546035W","304-546035W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","4.6 mm","C1","","active"
"DEVE-304-546050W","304-546050W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","4.6 mm","C1","","active"
"DEVE-304-546075W","304-546075W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","4.6 mm","C1","","active"
"DEVE-304-546100W","304-546100W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","4.6 mm","C1","","active"
"DEVE-304-546150W","304-546150W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","4.6 mm","C1","","active"
"DEVE-304-546250W","304-546250W","FlexFire C1 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","4.6 mm","C1","","active"
"DEVE-303-I20035W","303-I20035W","FlexFire C8 HPLC Column","Develosil","HPLC Column","1.6 µm","","35 mm","2.0 mm","C8","","active"
"DEVE-303-I20050W","303-I20050W","FlexFire C8 HPLC Column","Develosil","HPLC Column","1.6 µm","","50 mm","2.0 mm","C8","","active"
"DEVE-303-I20075W","303-I20075W","FlexFire C8 HPLC Column","Develosil","HPLC Column","1.6 µm","","75 mm","2.0 mm","C8","","active"
"DEVE-303-I20100W","303-I20100W","FlexFire C8 HPLC Column","Develosil","HPLC Column","1.6 µm","","100 mm","2.0 mm","C8","","active"
"DEVE-303-I20150W","303-I20150W","FlexFire C8 HPLC Column","Develosil","HPLC Column","1.6 µm","","150 mm","2.0 mm","C8","","active"
"DEVE-303-L20035W","303-L20035W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","35 mm","2.0 mm","C8","","active"
"DEVE-303-L20050W","303-L20050W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","50 mm","2.0 mm","C8","","active"
"DEVE-303-L20075W","303-L20075W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","75 mm","2.0 mm","C8","","active"
"DEVE-303-L20100W","303-L20100W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","100 mm","2.0 mm","C8","","active"
"DEVE-303-L20150W","303-L20150W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","150 mm","2.0 mm","C8","","active"
"DEVE-303-L20250W","303-L20250W","FlexFire C8 HPLC Column","Develosil","HPLC Column","2.6 µm","","250 mm","2.0 mm","C8","","active"
"DEVE-303-520035W","303-520035W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","2.0 mm","C8","","active"
"DEVE-303-520050W","303-520050W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","2.0 mm","C8","","active"
"DEVE-303-520075W","303-520075W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","2.0 mm","C8","","active"
"DEVE-303-520100W","303-520100W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","2.0 mm","C8","","active"
"DEVE-303-520150W","303-520150W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","2.0 mm","C8","","active"
"DEVE-303-520250W","303-520250W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","2.0 mm","C8","","active"
"DEVE-303-546035W","303-546035W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","35 mm","4.6 mm","C8","","active"
"DEVE-303-546050W","303-546050W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","50 mm","4.6 mm","C8","","active"
"DEVE-303-546075W","303-546075W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","75 mm","4.6 mm","C8","","active"
"DEVE-303-546100W","303-546100W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","100 mm","4.6 mm","C8","","active"
"DEVE-303-546150W","303-546150W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","150 mm","4.6 mm","C8","","active"
"DEVE-303-546250W","303-546250W","FlexFire C8 HPLC Column","Develosil","HPLC Column","5 µm","","250 mm","4.6 mm","C8","","active"
"AGIL-126-1012","126-1012","DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.05 µm","Agilent","GC Column","","","10 m","0.05 mm","DB-1","","active"
"AGIL-126-1013","126-1013","DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.2 µm","Agilent","GC Column","","","10 m","0.05 mm","DB-1","","active"
"AGIL-127-1012E","127-1012E","DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm","Agilent","GC Column","","","10 m","0.1 mm","DB-1","","active"
"AGIL-127-1012","127-1012","DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm","Agilent","GC Column","","","10 m","0.1 mm","DB-1","","active"
"AGIL-127-1013E","127-1013E","DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Agilent","GC Column","","","10 m","0.1 mm","DB-1","","active"
"AGIL-127-1013","127-1013","DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Agilent","GC Column","","","10 m","0.1 mm","DB-1","","active"
"AGIL-127-1013LTM","127-1013LTM","DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Agilent","GC Column","","","10 m","0.1 mm","DB-1","","active"
"AGIL-12A-1015","12A-1015","DB-1 GC Column - L:10 m, ID:0.15 mm, FT:1.2 µm","Agilent","GC Column","","","10 m","0.15 mm","DB-1","","active"
"AGIL-121-1012E","121-1012E","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-1012","121-1012","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-1012LTM","121-1012LTM","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-101ALTM","121-101ALTM","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.2 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-1013","121-1013","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.4 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-1013LTM","121-1013LTM","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.4 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-121-101A","121-101A","DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.2 µm","Agilent","GC Column","","","10 m","0.18 mm","DB-1","","active"
"AGIL-122-10H2","122-10H2","DB-1 GC Column - L:10 m, ID:0.25 mm, FT:0.25 µm","Agilent","GC Column","","","10 m","0.25 mm","DB-1","","active"
"AGIL-125-10HBE","125-10HBE","DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm","Agilent","GC Column","","","10 m","0.53 mm","DB-1","","active"
"AGIL-125-10HB","125-10HB","DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm","Agilent","GC Column","","","10 m","0.53 mm","DB-1","","active"
"AGIL-125-10H5","125-10H5","DB-1 GC Column - L:10 m, ID:0.53 mm, FT:5 µm","Agilent","GC Column","","","10 m","0.53 mm","DB-1","","active"
"AGIL-122-10AE","122-10AE","DB-1 GC Column - L:100 m, ID:0.25 mm, FT:0.5 µm","Agilent","GC Column","","","100 m","0.25 mm","DB-1","","active"
"AGIL-125-10B5","125-10B5","DB-1 GC Column - L:105 m, ID:0.53 mm, FT:5 µm","Agilent","GC Column","","","105 m","0.53 mm","DB-1","","active"
"AGIL-128-1012","128-1012","DB-1 GC Column - L:12 m, ID:0.2 mm, FT:0.33 µm","Agilent","GC Column","","","12 m","0.2 mm","DB-1","","active"
"AGIL-122-1011","122-1011","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.1 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-122-1012E","122-1012E","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-122-1012","122-1012","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-122-1012LTM","122-1012LTM","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-122-1013E","122-1013E","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-122-1013","122-1013","DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Agilent","GC Column","","","15 m","0.25 mm","DB-1","","active"
"AGIL-123-1011","123-1011","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.1 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1012","123-1012","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1012LTM","123-1012LTM","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1013","123-1013","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:1 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1014","123-1014","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:3 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1015E","123-1015E","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1015","123-1015","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-123-1015LTM","123-1015LTM","DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Agilent","GC Column","","","15 m","0.32 mm","DB-1","","active"
"AGIL-125-1011E","125-1011E","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1011","125-1011","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1017","125-1017","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-101J","125-101J","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1012E","125-1012E","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1012","125-1012","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1012LTM","125-1012LTM","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1014","125-1014","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:3 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1015E","125-1015E","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-1015","125-1015","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-125-101K","125-101K","DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.25 µm","Agilent","GC Column","","","15 m","0.53 mm","DB-1","","active"
"AGIL-122-10G3","122-10G3","DB-1 GC Column - L:150 m, ID:0.25 mm, FT:1 µm","Agilent","GC Column","","","150 m","0.25 mm","DB-1","","active"
"AGIL-127-1022E","127-1022E","DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm","Agilent","GC Column","","","20 m","0.1 mm","DB-1","","active"
"AGIL-127-1022","127-1022","DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm","Agilent","GC Column","","","20 m","0.1 mm","DB-1","","active"
"PHEN-7EG-G006-11","7EG-G006-11","Zebron ZB-1701, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-1701","","active"
"PHEN-7EM-G006-11","7EM-G006-11","Zebron ZB-1701, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.32 mm","ZB-1701","","active"
"PHEN-7GK-G006-32-C","7GK-G006-32-C","Zebron ZB-1701, GC Cap. Column 25 m x 0.53 mm x 2.00 µm, EA","Phenomenex","GC Column","","","25 m","0.53 mm","ZB-1701","","active"
"PHEN-7HG-G006-11","7HG-G006-11","Zebron ZB-1701, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-1701","","active"
"PHEN-7EG-G002-02","7EG-G002-02","Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.10 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-5","","active"
"PHEN-7EG-G002-11","7EG-G002-11","Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-5","","active"
"PHEN-7EG-G002-17","7EG-G002-17","Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.50 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-5","","active"
"PHEN-7EG-G002-22","7EG-G002-22","Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-5","","active"
"PHEN-7EK-G002-17","7EK-G002-17","Zebron ZB-5, GC Cap. Column 15 m x 0.53 mm x 0.50 µm, Ea","Phenomenex","GC Column","","","15 m","0.53 mm","ZB-5","","active"
"PHEN-7EK-G002-28","7EK-G002-28","Zebron ZB-5, GC Cap. Column 15 m x 0.53 mm x 1.50 µm, Ea","Phenomenex","GC Column","","","15 m","0.53 mm","ZB-5","","active"
"PHEN-7EK-G002-36","7EK-G002-36","Zebron ZB-5, GC Cap. Column 15 m x 0.53 mm x 3.00 µm, Ea","Phenomenex","GC Column","","","15 m","0.53 mm","ZB-5","","active"
"PHEN-7EM-G002-11","7EM-G002-11","Zebron ZB-5, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.32 mm","ZB-5","","active"
"PHEN-7EM-G002-22","7EM-G002-22","Zebron ZB-5, GC Cap. Column 15 m x 0.32 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","15 m","0.32 mm","ZB-5","","active"
"PHEN-7CB-G010-02","7CB-G010-02","Zebron ZB-5MS, GC Cap. Column 10 m x 0.10 mm x 0.10 µm, Ea","Phenomenex","GC Column","","","10 m","0.10 mm","ZB-5MS","","active"
"PHEN-7CD-G010-08","7CD-G010-08","Zebron ZB-5MS, GC Cap. Column 10 m x 0.18 mm x 0.18 µm, Ea","Phenomenex","GC Column","","","10 m","0.18 mm","ZB-5MS","","active"
"PHEN-7DE-G010-14","7DE-G010-14","Zebron ZB-5MS, GC Cap. Column 12 m x 0.20 mm x 0.33 µm, Ea","Phenomenex","GC Column","","","12 m","0.20 mm","ZB-5MS","","active"
"PHEN-7EG-G010-11","7EG-G010-11","Zebron ZB-5MS, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-5MS","","active"
"PHEN-7EG-G010-11-GGC","7EG-G010-11-GGC","Zebron ZB-5MS w/GUARDIAN, 10 m, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","10 m","0.25 mm","ZB-5MS","","active"
"PHEN-7FD-G010-08","7FD-G010-08","Zebron ZB-5MS, GC Cap. Column 20 m x 0.18 mm x 0.18 µm, Ea","Phenomenex","GC Column","","","20 m","0.18 mm","ZB-5MS","","active"
"PHEN-7FD-G010-51","7FD-G010-51","Zebron ZB-5MS, GC Cap. Column 20 m x 0.18 mm x 0.32 µm, Ea","Phenomenex","GC Column","","","20 m","0.18 mm","ZB-5MS","","active"
"PHEN-7GE-G010-14","7GE-G010-14","Zebron ZB-5MS, GC Cap. Column 25 m x 0.20 mm x 0.33 µm, Ea","Phenomenex","GC Column","","","25 m","0.20 mm","ZB-5MS","","active"
"PHEN-7HG-G010-11","7HG-G010-11","Zebron ZB-5MS, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-5MS","","active"
"PHEN-7CB-G013-02","7CB-G013-02","Zebron ZB-WAXplus, GC Cap. Column 10 m x 0.10 mm x 0.10 µm, Ea","Phenomenex","GC Column","","","10 m","0.10 mm","ZB-WAXPLUS","","active"
"PHEN-7EG-G013-11","7EG-G013-11","Zebron ZB-WAXplus, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-WAXPLUS","","active"
"PHEN-7EK-G013-22","7EK-G013-22","Zebron ZB-WAXplus, GC Cap. Column 15 m x 0.53 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","15 m","0.53 mm","ZB-WAXPLUS","","active"
"PHEN-7FD-G013-08","7FD-G013-08","Zebron ZB-WAXplus, GC Cap. Column 20 m x 0.18 mm x 0.18 µm, Ea","Phenomenex","GC Column","","","20 m","0.18 mm","ZB-WAXPLUS","","active"
"PHEN-7HG-G013-11","7HG-G013-11","Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-WAXPLUS","","active"
"PHEN-7HG-G013-11-B","7HG-G013-11-B","Zebron ZB-WAXplus, 5-in Cage, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-WAXPLUS","","active"
"PHEN-7HG-G013-11-GGA-C","7HG-G013-11-GGA-C","Zebron ZB-WAXplus w/GUARDIAN, 5 m, GC Cap. Column 30 m x 0.25 mm x 0.25 µm (CUSTOM), Ea","Phenomenex","GC Column","","","5 m","0.25 mm","ZB-WAXPLUS","","active"
"PHEN-7HG-G013-17","7HG-G013-17","Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.25 mm x 0.50 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-WAXPLUS","","active"
"PHEN-7HK-G013-11","7HK-G013-11","Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.53 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.53 mm","ZB-WAXPLUS","","active"
"PHEN-7EG-G009-11","7EG-G009-11","Zebron ZB-FFAP, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.25 mm","ZB-FFAP","","active"
"PHEN-7EK-G009-22","7EK-G009-22","Zebron ZB-FFAP, GC Cap. Column 15 m x 0.53 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","15 m","0.53 mm","ZB-FFAP","","active"
"PHEN-7EM-G009-11","7EM-G009-11","Zebron ZB-FFAP, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","15 m","0.32 mm","ZB-FFAP","","active"
"PHEN-7HG-G009-11","7HG-G009-11","Zebron ZB-FFAP, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.25 mm","ZB-FFAP","","active"
"PHEN-7HK-G009-22","7HK-G009-22","Zebron ZB-FFAP, GC Cap. Column 30 m x 0.53 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","30 m","0.53 mm","ZB-FFAP","","active"
"PHEN-7HK-G009-22-B","7HK-G009-22-B","Zebron ZB-FFAP, 5-in Cage, GC Cap. Column 30 m x 0.53 mm x 1.00 µm, Ea","Phenomenex","GC Column","","","30 m","0.53 mm","ZB-FFAP","","active"
"PHEN-7HK-G009-36-C","7HK-G009-36-C","Zebron ZB-FFAP, GC Cap. Column 30 m x 0.53 mm x 3.00 µm (CUSTOM), Ea","Phenomenex","GC Column","","","30 m","0.53 mm","ZB-FFAP","","active"
"PHEN-7HM-G009-11","7HM-G009-11","Zebron ZB-FFAP, GC Cap. Column 30 m x 0.32 mm x 0.25 µm, Ea","Phenomenex","GC Column","","","30 m","0.32 mm","ZB-FFAP","","active"
"PHEN-7HM-G009-17","7HM-G009-17","Zebron ZB-FFAP, GC Cap. Column 30 m x 0.32 mm x 0.50 µm, Ea","Phenomenex","GC Column","","","30 m","0.32 mm","ZB-FFAP","","active"
"THER-26098-0200","26098-0200","TraceGOLD™ TG-5MS GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","5% Phenyl Polysiloxane","","active"
"THER-26098-0205","26098-0205","TraceGOLD™ TG-5MS Guard GC Columns with SafeGuard, 5m x 0.25mm I.D. x 0.25μm","Thermo Fisher Scientific","GC Column","","","5m","0.25mm","5% Phenyl Polysiloxane","","active"
"THER-26098-0300","26098-0300","TraceGOLD™ TG-WaxMS GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0305","26098-0305","TraceGOLD™ TG-WaxMS GC Columns, 0.5μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0310","26098-0310","TraceGOLD™ TG-WaxMS GC Columns, 1.0μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0315","26098-0315","TraceGOLD™ TG-WaxMS GC Columns, 0.25μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0320","26098-0320","TraceGOLD™ TG-WaxMS GC Columns, 0.5μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0325","26098-0325","TraceGOLD™ TG-WaxMS GC Columns, 1.0μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0330","26098-0330","TraceGOLD™ TG-WaxMS GC Columns, 0.25μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0335","26098-0335","TraceGOLD™ TG-WaxMS GC Columns, 1.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0340","26098-0340","TraceGOLD™ TG-WaxMS GC Columns, 1.5μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0345","26098-0345","TraceGOLD™ TG-WaxMS GC Columns, 3.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","Polyethylene Glycol (PEG)","","active"
"THER-26098-0400","26098-0400","TraceGOLD TG-5HT GC Columns, 0.1μm, 0.25mm I.D., 15m length","Thermo Fisher Scientific","GC Column","","","15m","0.25mm","","","active"
"THER-26098-0405","26098-0405","TraceGOLD TG-5HT GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","","","active"
"THER-26098-0410","26098-0410","TraceGOLD TG-5HT GC Columns, 0.5μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","","","active"
"THER-26098-0415","26098-0415","TraceGOLD TG-5HT GC Columns, 0.1μm, 0.32mm I.D., 15m length","Thermo Fisher Scientific","GC Column","","","15m","0.32mm","","","active"
"THER-26098-0420","26098-0420","TraceGOLD TG-5HT GC Columns, 0.25μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","","","active"
"THER-26098-0425","26098-0425","TraceGOLD TG-5HT GC Columns, 0.5μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","","","active"
